anexo_cat68;segmento;ato_base;item_norma;cest;ncm;descricao;condicao;metodo_base_calculo;iva_st_percentual;iva_st_ajustado_aplicavel;vigencia_inicio;vigencia_fim;status_em_2026_09_21;fonte_oficial;observacao
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;15;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;129.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;16;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;37.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;17;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;38.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;18;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;35.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;19;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;48.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;20;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;219.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;21;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;39.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;22;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;39.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;23;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;50.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;24;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;48.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;25;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;78.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;26;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;27;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;33.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;28;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;43.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;29;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;58.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;30;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;43.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;31;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;46.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;32;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;63.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;33;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;70.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;34;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;34.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;35;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;68.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;36;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;52.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;37;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;55.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;38;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;53.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;39;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;47.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;40;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;58.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;41;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;97.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;42;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;97.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;43;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;72.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;44;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;38.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;45;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;38.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;46;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;32.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;47;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;33.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;48;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;49;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;28.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;50;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;51;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;52;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;53;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;273.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;54;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;62.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;55;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;132.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;56;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;132.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;57;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;50.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;58;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;27.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;59;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;133.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;60;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;164.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;61;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;96.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;62;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;46.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;63;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;189.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;64;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;39.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;65;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;231.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;66;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;42.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;67;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;58.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;68;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;41.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;69;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;43.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;70;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;71;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;110.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;72;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;110.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;73;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;35.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;74;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;77.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;75;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;70.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;76;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;45.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;77;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;51.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;78;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;86.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;79;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;65.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;80;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;191.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;81;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;74.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;82;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;61.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;83;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;114.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;84;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;104.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;85;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;102.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;86;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;67.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;87;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;114.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
